LOC_NUM,Year,Month,Day,Date all same format(DD-MM-YYYY),DayofSeason,DUCK_ID,SEAS_NUM,DECADE_NUM,SEX,SexCode,AGE_NUM,HatchAdultOrUnknown,AgeSex,BM,WNG_LNGTH,FOOD_ESOPH,RAIN_STATION,Rain_CM,WSI_STATION,WSI,RIV_GAGE,GageDischarge,GageHeight,Gage_M
1,1981,1,14,14-Jan-81,57,568,2,2,1,Male,2,A,1,1250,295,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",2.347222222,"Big Black River Near Bovina, MS",722,8.95,2.72975
1,1981,1,14,14-Jan-81,57,569,2,2,1,Male,2,A,1,1200,303,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",2.347222222,"Big Black River Near Bovina, MS",722,8.95,2.72975
1,1981,1,14,14-Jan-81,57,570,2,2,1,Male,2,A,1,1150,287,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",2.347222222,"Big Black River Near Bovina, MS",722,8.95,2.72975
1,1981,1,14,14-Jan-81,57,571,2,2,1,Male,2,A,1,1100,295,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",2.347222222,"Big Black River Near Bovina, MS",722,8.95,2.72975
1,1981,1,14,14-Jan-81,57,575,2,2,1,Male,2,A,1,1300,293,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",2.347222222,"Big Black River Near Bovina, MS",722,8.95,2.72975
1,1981,1,14,14-Jan-81,57,576,2,2,1,Male,2,A,1,1260,301,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",2.347222222,"Big Black River Near Bovina, MS",722,8.95,2.72975
1,1981,1,14,14-Jan-81,57,577,2,2,1,Male,2,A,1,1100,291,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",2.347222222,"Big Black River Near Bovina, MS",722,8.95,2.72975
1,1981,1,14,14-Jan-81,57,578,2,2,1,Male,2,A,1,1030,284,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",2.347222222,"Big Black River Near Bovina, MS",722,8.95,2.72975
1,1981,1,14,14-Jan-81,57,579,2,2,1,Male,2,A,1,1300,291,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",2.347222222,"Big Black River Near Bovina, MS",722,8.95,2.72975
1,1981,1,14,14-Jan-81,57,580,2,2,1,Male,2,A,1,1140,279,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",2.347222222,"Big Black River Near Bovina, MS",722,8.95,2.72975
1,1981,1,14,14-Jan-81,57,581,2,2,1,Male,2,A,1,1140,276,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",2.347222222,"Big Black River Near Bovina, MS",722,8.95,2.72975
1,1981,1,14,14-Jan-81,57,582,2,2,1,Male,2,A,1,1380,291,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",2.347222222,"Big Black River Near Bovina, MS",722,8.95,2.72975
1,1981,1,14,14-Jan-81,57,590,2,2,1,Male,2,A,1,1230,297,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",2.347222222,"Big Black River Near Bovina, MS",722,8.95,2.72975
1,1981,1,14,14-Jan-81,57,553,2,2,2,Female,2,A,2,890,276,1,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",2.347222222,"Big Black River Near Bovina, MS",722,8.95,2.72975
1,1981,1,14,14-Jan-81,57,562,2,2,2,Female,2,A,2,1050,273,1,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",2.347222222,"Big Black River Near Bovina, MS",722,8.95,2.72975
1,1981,1,14,14-Jan-81,57,586,2,2,2,Female,2,A,2,760,259,1,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",2.347222222,"Big Black River Near Bovina, MS",722,8.95,2.72975
1,1981,1,14,14-Jan-81,57,536,2,2,2,Female,2,A,2,1060,269,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",2.347222222,"Big Black River Near Bovina, MS",722,8.95,2.72975
1,1981,1,14,14-Jan-81,57,549,2,2,2,Female,2,A,2,1110,285,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",2.347222222,"Big Black River Near Bovina, MS",722,8.95,2.72975
1,1981,1,14,14-Jan-81,57,561,2,2,2,Female,2,A,2,1060,268,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",2.347222222,"Big Black River Near Bovina, MS",722,8.95,2.72975
1,1981,1,14,14-Jan-81,57,573,2,2,2,Female,2,A,2,1040,272,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",2.347222222,"Big Black River Near Bovina, MS",722,8.95,2.72975
1,1981,1,14,14-Jan-81,57,587,2,2,2,Female,2,A,2,850,261,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",2.347222222,"Big Black River Near Bovina, MS",722,8.95,2.72975
1,1981,1,14,14-Jan-81,57,592,2,2,2,Female,2,A,2,1140,284,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",2.347222222,"Big Black River Near Bovina, MS",722,8.95,2.72975
1,1981,1,14,14-Jan-81,57,556,2,2,1,Male,1,H,3,950,274,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",2.347222222,"Big Black River Near Bovina, MS",722,8.95,2.72975
1,1981,1,14,14-Jan-81,57,564,2,2,1,Male,1,H,3,1050,280,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",2.347222222,"Big Black River Near Bovina, MS",722,8.95,2.72975
1,1981,1,14,14-Jan-81,57,566,2,2,1,Male,1,H,3,1050,275,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",2.347222222,"Big Black River Near Bovina, MS",722,8.95,2.72975
1,1981,1,14,14-Jan-81,57,591,2,2,2,Female,1,H,4,970,273,1,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",2.347222222,"Big Black River Near Bovina, MS",722,8.95,2.72975
1,1981,1,14,14-Jan-81,57,572,2,2,2,Female,1,H,4,1000,275,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",2.347222222,"Big Black River Near Bovina, MS",722,8.95,2.72975
1,1981,1,17,17-Jan-81,60,596,2,2,1,Male,2,A,1,1250,281,1,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,602,2,2,1,Male,2,A,1,1200,268,1,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,603,2,2,1,Male,2,A,1,1190,282,1,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,593,2,2,1,Male,2,A,1,1130,273,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,594,2,2,1,Male,2,A,1,1290,307,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,595,2,2,1,Male,2,A,1,1240,290,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,597,2,2,1,Male,2,A,1,1130,286,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,599,2,2,1,Male,2,A,1,1150,284,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,605,2,2,1,Male,2,A,1,1220,278,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,608,2,2,1,Male,2,A,1,1240,296,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,609,2,2,1,Male,2,A,1,1150,293,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,610,2,2,1,Male,2,A,1,1060,289,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,613,2,2,1,Male,2,A,1,1240,299,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,614,2,2,1,Male,2,A,1,1230,276,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,615,2,2,1,Male,2,A,1,1270,296,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,616,2,2,1,Male,2,A,1,1210,280,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,617,2,2,1,Male,2,A,1,1250,304,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,619,2,2,1,Male,2,A,1,1200,288,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,620,2,2,1,Male,2,A,1,1270,295,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,622,2,2,1,Male,2,A,1,1270,294,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,628,2,2,1,Male,2,A,1,1070,293,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,629,2,2,1,Male,2,A,1,1010,276,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,630,2,2,1,Male,2,A,1,1290,290,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,632,2,2,1,Male,2,A,1,1125,278,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,633,2,2,1,Male,2,A,1,1250,294,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,639,2,2,1,Male,2,A,1,1175,293,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,640,2,2,1,Male,2,A,1,1075,294,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,641,2,2,1,Male,2,A,1,1190,288,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,646,2,2,1,Male,2,A,1,1250,269,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,647,2,2,1,Male,2,A,1,1100,265,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,648,2,2,1,Male,2,A,1,1275,299,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,649,2,2,1,Male,2,A,1,1175,295,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,650,2,2,1,Male,2,A,1,1200,265,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,652,2,2,1,Male,2,A,1,1050,290,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,654,2,2,1,Male,2,A,1,1150,295,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,655,2,2,1,Male,2,A,1,1150,285,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,656,2,2,1,Male,2,A,1,1200,298,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,657,2,2,1,Male,2,A,1,1350,286,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,658,2,2,1,Male,2,A,1,1250,274,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,659,2,2,1,Male,2,A,1,1150,295,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,660,2,2,1,Male,2,A,1,1125,289,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,662,2,2,1,Male,2,A,1,1100,285,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,664,2,2,1,Male,2,A,1,1150,285,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,668,2,2,1,Male,2,A,1,1150,300,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,669,2,2,1,Male,2,A,1,1100,271,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,670,2,2,1,Male,2,A,1,1250,290,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,673,2,2,1,Male,2,A,1,1425,300,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,678,2,2,1,Male,2,A,1,1200,300,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,679,2,2,1,Male,2,A,1,1350,295,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,680,2,2,2,Female,2,A,2,1225,280,1,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,600,2,2,2,Female,2,A,2,950,277,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,606,2,2,2,Female,2,A,2,960,254,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,611,2,2,2,Female,2,A,2,1050,285,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,612,2,2,2,Female,2,A,2,1200,271,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,618,2,2,2,Female,2,A,2,950,259,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,634,2,2,2,Female,2,A,2,1125,295,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,635,2,2,2,Female,2,A,2,1025,265,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,642,2,2,2,Female,2,A,2,1050,264,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,643,2,2,2,Female,2,A,2,875,271,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,644,2,2,2,Female,2,A,2,975,259,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,645,2,2,2,Female,2,A,2,1000,260,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,651,2,2,2,Female,2,A,2,1100,291,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,661,2,2,2,Female,2,A,2,1100,284,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,665,2,2,2,Female,2,A,2,925,267,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,666,2,2,2,Female,2,A,2,1100,284,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,667,2,2,2,Female,2,A,2,950,268,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,671,2,2,2,Female,2,A,2,950,264,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,675,2,2,2,Female,2,A,2,1000,263,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,681,2,2,2,Female,2,A,2,950,260,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,598,2,2,1,Male,1,H,3,1150,286,1,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,653,2,2,1,Male,1,H,3,1050,276,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,663,2,2,1,Male,1,H,3,950,275,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,604,2,2,2,Female,1,H,4,1040,263,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,631,2,2,2,Female,1,H,4,975,270,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
1,1981,1,17,17-Jan-81,60,636,2,2,2,Female,1,H,4,900,259,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
10,1981,1,17,17-Jan-81,60,685,2,2,1,Male,2,A,1,1270,294,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
10,1981,1,17,17-Jan-81,60,686,2,2,1,Male,2,A,1,1230,294,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
10,1981,1,17,17-Jan-81,60,687,2,2,1,Male,2,A,1,1230,300,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
10,1981,1,17,17-Jan-81,60,688,2,2,1,Male,2,A,1,1180,289,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
10,1981,1,17,17-Jan-81,60,694,2,2,1,Male,2,A,1,1160,301,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
10,1981,1,17,17-Jan-81,60,695,2,2,1,Male,2,A,1,1350,316,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
10,1981,1,17,17-Jan-81,60,696,2,2,1,Male,2,A,1,1400,307,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
10,1981,1,17,17-Jan-81,60,697,2,2,1,Male,2,A,1,1200,293,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
10,1981,1,17,17-Jan-81,60,698,2,2,1,Male,2,A,1,1250,289,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
10,1981,1,17,17-Jan-81,60,699,2,2,1,Male,2,A,1,1410,299,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
10,1981,1,17,17-Jan-81,60,700,2,2,1,Male,2,A,1,1190,291,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
10,1981,1,17,17-Jan-81,60,701,2,2,1,Male,2,A,1,1280,300,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
10,1981,1,17,17-Jan-81,60,702,2,2,1,Male,2,A,1,1140,297,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
10,1981,1,17,17-Jan-81,60,703,2,2,1,Male,2,A,1,1250,294,2,"YAZOO CITY 5 NNE, MS US",0,"YAZOO CITY 5 NNE, MS US",-4.722222222,"Big Black River Near Bovina, MS",567,8.41,2.56505
